Week,Mun,Ncasos,Year,Ncasos_lead,Ncasos_lag,Ncasos_lagroll_15,Ncasos_lagroll_30,EDAR,nHab,N1,N2,IP4,E,caudal,lluvia,Fecha,sars2,sars,n1_fill,f_num,n1_loess,n1_loess_15,n1_loess_30,sars_loess,sars_loess_15,sars_loess_30,sars2_loess,sars2_loess_15,sars2_loess_30,Month
2022 25,OLOT,79,2022,92,70,68.5,55.25,OLOT,36716,7128,10461,NA,NA,15610,0,2022-06-20,10461,10461,7128,19163,155917.26046653977,149262.82803628247,142253.74999014064,202803.33299142303,200399.15054271006,188289.48797786946,150959.26823295228,159552.50268855452,145686.79988148293,06
2022 26,OLOT,92,2022,85,79,74.5,65,OLOT,36716,453332,663466,NA,NA,15098,0,2022-06-27,663466,663466,453332,19170,142608.39560602518,128288.88333180948,123915.6974929923,197994.96809399707,180615.12521380448,171891.3996148171,168145.73714415677,157605.93143998054,146213.1612089612,06
2022 27,OLOT,85,2022,49,92,85.5,77,OLOT,36716,12437,43347,NA,NA,14247,0,2022-07-04,43347,43347,12437,19177,113969.37105759377,98568.56694970214,98413.29386216207,163235.2823336119,143383.6486869242,140988.00461209577,147066.1257358043,132873.81972936785,127064.99675652776,07
2022 28,OLOT,49,2022,27,85,88.5,81.5,OLOT,36716,25995,3848,NA,NA,14912,0,2022-07-11,3848,25995,25995,19184,83167.7628418105,68537.70439251466,69329.24175353519,123532.01504023648,101360.88401038708,100375.04467316529,118681.51372293138,96524.06207307501,92027.46381862683,07
2022 29,OLOT,27,2022,2,49,67,76.25,OLOT,36716,44854,15345,NA,NA,13640,0,2022-07-18,15345,44854,44854,19191,53907.64594321882,40089.91655736825,43559.807744588994,79189.75298053767,57366.44065940641,62451.249150997515,74366.61042321863,51181.10790788583,56307.30793845853,07
2022 30,OLOT,2,2022,NA,27,38,63.25,OLOT,36716,3364,4831,NA,NA,15152,8,2022-07-25,4831,4831,3364,19198,26272.18717151767,18581.911096663334,26105.59639128917,35543.12833827516,23541.614291607966,34832.062525815956,27995.60539255302,16090.553803842042,27482.58147229897,07
2020 28,REUS,5,2020,33,7,5.5,6.25,REUS,106168,450,NA,NA,450,17540,0,2020-07-06,450,450,450,18449,0,0,NA,668.5333508382341,334.26667541911706,NA,2919.772384974439,1459.8861924872194,NA,07
2020 29,REUS,33,2020,65,5,6,5.75,REUS,106168,450,NA,NA,450,18376,0,2020-07-13,450,450,450,18456,0,885.8800862939528,1599.7921711681724,0,0,1194.6649698924598,0,0,729.9430962436097,07
2020 30,REUS,65,2020,42,33,19,12.25,REUS,106168,420,NA,NA,420,18018,0,2020-07-20,420,420,420,18463,1771.7601725879056,3199.584342336345,3589.996645397016,0,2055.0632643658023,4177.3783952798885,0,0,1636.5273279697055,07
2020 31,REUS,42,2020,62,65,49,27.5,REUS,106168,450,NA,NA,450,18228,0,2020-07-27,450,450,450,18470,4627.408512084784,6294.113204500079,6817.732051898549,4110.126528731605,8354.756790559777,11119.743844166152,0,3273.054655939411,6683.655585851579,07
2020 32,REUS,62,2020,165,42,53.5,36.25,REUS,106168,8810,360,NA,NA,14980,0,2020-08-03,360,8810,8810,18477,7960.817896915374,10435.879761460752,10875.46204731171,12599.387052387949,20184.424423966502,22292.655791326477,6546.109311878822,13367.311171703159,15683.965219699414,08
2020 33,REUS,165,2020,268,62,52,50.5,REUS,106168,3082,300,NA,NA,18643,0,2020-08-10,300,3082,3082,18484,12910.94162600613,15456.810890123339,14618.61192243788,27769.461795545056,36230.55479209317,35796.85380598558,20188.513031527495,28094.875783459418,28603.507481292352,08
2020 34,REUS,268,2020,179,165,113.5,83.5,REUS,106168,21836,360,NA,360,18037,0,2020-08-17,360,21836,21836,18491,18002.68015424055,18801.344083415006,17701.19801602462,44691.64778864129,51409.28318800466,49233.49807816589,36001.23853539134,43839.70379088154,42386.69633511188,08
2020 35,REUS,179,2020,191,268,216.5,134.25,REUS,106168,5656,450,NA,450,16612,0,2020-08-24,450,5656,5656,18498,19600.008012589467,19945.585141925898,19401.84383740677,58126.918587368025,62236.4413642386,56526.87120803778,51678.169046371746,56678.51688676434,49677.090199341015,08
2020 36,REUS,191,2020,108,179,223.5,168.5,REUS,106168,58907,232981,NA,NA,16655,0,2020-08-31,232981,232981,58907,18505,20291.162271262332,20002.343591398534,20239.38708447168,66345.96414110917,61644.4592280709,56884.31347670929,61678.864727156935,55514.47660780048,48907.92928002373,08
2020 37,REUS,108,2020,124,191,185,200.75,REUS,106168,11117,357,NA,NA,17086,0,2020-09-07,357,11117,11117,18512,19713.524911534736,20533.189027017463,22865.992827549067,56942.95431503262,51532.185589179986,52367.44889800832,49350.08848844403,41137.34167328311,39793.972150812,09
2020 38,REUS,124,2020,144,108,149.5,186.5,REUS,106168,2999,1307,NA,NA,17831,0,2020-09-14,1307,2999,2999,18519,21352.853142500193,25729.642063699597,27868.01638243232,46121.41686332735,43090.438567945734,45230.776862385326,32924.5948581222,24073.467693823517,24883.07206648134,09
2020 39,REUS,144,2020,153,124,116,150.5,REUS,106168,22419,143,NA,NA,17069,0,2020-09-21,143,22419,22419,18526,30106.430984899005,35202.84373784718,36649.072498362744,40059.460272564116,38929.36813559066,46318.65316710757,15222.340529524838,8628.802459679564,17880.88987069235,09
2020 40,REUS,153,2020,272,144,134,141.75,REUS,106168,3838,171,NA,NA,15450,0,2020-09-28,171,3838,3838,18533,40299.25649079535,47568.50293302589,48540.055319930536,37799.27599861721,49546.86776626941,56695.65938607894,2035.2643898342903,11688.312047561183,21041.367347722706,09
2020 41,REUS,272,2020,480,153,148.5,132.25,REUS,106168,150807,16712,NA,NA,15781,0,2020-10-05,16712,150807,150807,18540,54837.74937525644,61877.26690201389,59376.03460331131,61294.45953392162,74461.95063656723,70940.98305795997,21341.359705288076,33453.93223576584,31852.56787227934,10
2020 42,REUS,480,2020,912,272,212.5,173.25,REUS,106168,19205,41908,NA,NA,14988,0,2020-10-12,41908,41908,19205,18547,68916.78442877135,71183.56627359672,67864.33148468129,87629.44173921284,92335.0983496505,86547.92917915569,45566.50476624361,52016.82369699748,47878.73410490113,10
2020 43,REUS,912,2020,871,480,376,262.25,REUS,106168,53767,99262,NA,NA,16746,0,2020-10-19,99262,99262,53767,18554,73450.3481184221,73851.39606734867,72630.18119174299,97040.75496008819,98633.90772174415,94786.88758098721,58467.14262775137,62303.535974036415,56941.39777189436,10
2020 44,REUS,871,2020,615,912,696,454.25,REUS,106168,100046,20535,NA,NA,16219,0,2020-10-26,20535,100046,100046,18561,74252.44401627526,74076.79610988924,73312.94279507469,100227.06048340013,97238.67681232389,93990.08476149803,66139.92932032148,61865.97184679122,56738.46853449346,10
2020 45,REUS,615,2020,479,871,891.5,633.75,REUS,106168,72512,122910,NA,NA,15933,0,2020-11-02,122910,122910,72512,18568,73901.14820350322,72774.4895228007,70740.25204119828,94250.29314124766,89346.26180125188,86886.88490573484,57592.014373260965,51173.401094950495,49377.96603422311,11
2020 46,REUS,479,2020,215,615,743,719.5,REUS,106168,74054,20457,NA,NA,16183,0,2020-11-09,20457,74054,74054,18575,71647.83084209816,67403.70797250733,65928.13993236289,84442.23046125611,76535.09299914578,75677.23444560273,44754.78781664003,36889.96022165498,37374.33471667132,11
2020 47,REUS,215,2020,142,479,547,719.25,REUS,106168,50255,2730,NA,NA,15614,0,2020-11-16,2730,50255,50255,18582,63159.585102916484,59081.790341925065,59727.65580215568,68627.95553703546,62008.20708995358,63657.79727825673,29025.132626669947,23575.268338392143,26194.524379805116,11
2020 48,REUS,142,2020,96,215,347,545,REUS,106168,71928,33494,NA,NA,16877,0,2020-11-23,33494,71928,71928,18589,55003.99558093365,52051.603631804035,55244.663302273024,55388.45864287171,50780.501557367665,54725.96550688517,18125.40405011435,15499.088537955238,20914.58903814708,11
2020 49,REUS,96,2020,113,142,178.5,362.75,REUS,106168,43446,20279,NA,NA,16975,0,2020-11-30,20279,43446,43446,18596,49099.21168267442,51407.536262620975,54236.34714670312,46172.54447186362,47443.72392381675,51612.595485978374,12872.773025796136,18253.909737902013,23070.621237134477,11
2020 50,REUS,113,2020,196,96,119,233,REUS,106168,10606,1999,NA,NA,17050,0,2020-12-08,1999,10606,10606,18604,53715.86084256754,56421.090661602204,58336.00234691911,48714.90337576989,52444.689414589084,58327.24357818433,23635.046450007896,30642.153936313705,36102.54103710015,12
2020 51,REUS,196,2020,258,113,104.5,141.5,REUS,106168,104710,51104,NA,NA,17254,0,2020-12-14,51104,104710,104710,18610,59126.32048063687,65264.46843121724,66801.11539959778,56174.475453408275,69210.7632325519,74407.05093804338,37649.26142261952,53951.172336298274,58888.776436114094,12
2020 52,REUS,258,2020,307,196,154.5,136.75,REUS,106168,43561,42789,NA,NA,16828,0,2020-12-21,42789,43561,43561,18617,71402.61638179762,77181.14013759335,74434.70331595081,82247.05101169553,96369.41246149766,95019.98684572721,70253.08324997703,87135.39893591448,85353.4455586945,12
2020 53,REUS,307,2020,463,258,227,165.75,REUS,106168,120341,146295,NA,NA,15309,0,2020-12-28,146295,146295,120341,18624,82959.6638933891,83604.93820068437,79818.89585190096,110491.77391129981,120829.2104589025,116412.10583059417,104017.71462185192,116755.71878109072,111633.17468609616,12
2021 01,REUS,463,2021,599,307,282.5,218.5,REUS,106084,34825,33003,NA,NA,14736,0,2021-01-04,33003,34825,34825,18631,84250.21250797965,82456.65156620857,79392.0980237693,131166.6470065052,136454.79919969066,127306.38548727243,129493.72294032952,136130.95043627784,124528.02155954628,01
2021 02,REUS,599,2021,451,463,385,306,REUS,106084,127624,230623,NA,NA,15387,0,2021-01-11,230623,230623,127624,18638,80663.0906244375,75179.25784685422,72786.98829183001,141742.95139287613,133783.56051564237,125171.79779591487,142768.17793222616,132300.3243380018,121325.77612364899,01
2021 03,REUS,451,2021,276,599,531,406.75,REUS,106084,73440,203575,NA,NA,14774,0,2021-01-18,203575,203575,73440,18645,69695.42506927095,63117.32501745146,62371.711914869105,125824.1696384086,113888.79639213908,108849.09562107701,121832.47074377749,106520.60181102013,101308.34518698294,01
2021 04,REUS,276,2021,167,451,525,455,REUS,106084,41976,28849,NA,NA,15144,0,2021-01-25,28849,41976,41976,18652,56539.22496563198,49564.165982883984,49547.91143677534,101953.42314586957,83914.63072651165,80889.86692292924,91208.73287826276,70316.36603596406,67867.88874700491,01
2021 05,REUS,167,2021,110,276,363.5,447.25,REUS,106084,26893,17364,NA,NA,16114,15.2,2021-02-01,17364,26893,26893,18659,42589.107000136,35978.497856099224,38181.69761179677,65875.83830715372,47890.9374537194,54732.61312118136,49423.99919366537,29215.175682989677,37803.455212392524,02
2021 06,REUS,110,2021,114,167,221.5,373.25,REUS,106084,34248,9661,NA,NA,15844,2.3,2021-02-08,9661,34248,34248,18666,29367.888712062457,26799.22924070956,29579.805347455396,29906.036600285075,25550.59551585107,34683.25870962853,9006.352172313982,5290.544388820972,16393.805481054143,02
2021 07,REUS,114,2021,69,110,138.5,251,REUS,106084,43369,3870,NA,NA,19564,1.4,2021-02-15,3870,43369,43369,18673,24230.56976935666,23181.112838811558,24149.817633283245,21195.154431417064,21475.57996553765,24196.96302866376,1574.7366053279638,3572.4352791186016,7048.693668044143,02
2021 08,REUS,69,2021,67,114,112,166.75,REUS,106084,1809,4818,NA,NA,NA,NA,2021-02-23,4818,4818,1809,18681,22131.655908266457,21500.406025856926,21865.86416132139,21756.005499658237,22843.330541476447,23651.89186609132,5570.13395290924,8806.842947267305,9963.300973681713,02
2021 09,REUS,67,2021,79,69,91.5,115,REUS,106084,24100,7522,NA,NA,16036,11.7,2021-03-01,7522,24100,24100,18687,20869.1561434474,20550.615483831225,20740.127977017044,23930.655583294658,25828.203766644983,25247.901750759767,12043.55194162537,16354.166668244816,14635.84993203453,03
2021 10,REUS,79,2021,56,67,68,90,REUS,106084,13785,7497,NA,NA,15594,2.4,2021-03-08,7497,13785,13785,18694,20232.07482421505,19979.849928177162,20789.37224372952,27725.75194999531,27652.47296004308,27039.2481078659,20664.78139486426,20464.856916801746,17656.446912719293,03
2021 11,REUS,56,2021,98,79,73,82.25,REUS,106084,41392,71115,NA,NA,15791,0,2021-03-15,71115,71115,41392,18701,19727.625032139273,21028.129003627808,21985.688820955897,27579.193970090855,28250.292449086814,28637.394328309052,20264.932438739233,18958.72715719376,18263.186510725092,03
2021 12,REUS,98,2021,106,56,67.5,67.75,REUS,106084,12513,1638,NA,NA,15418,0,2021-03-22,1638,12513,12513,18708,22328.632975116343,23991.52771373463,24049.266384232877,28921.390928082776,29622.31569657502,29401.177965161933,17652.52187564829,16061.516104648432,16497.0334391454,03
2021 13,REUS,106,2021,115,98,77,75,REUS,106084,23398,357,NA,NA,16284,0,2021-03-29,357,23398,23398,18715,25654.422452352923,27070.403764837945,27281.248221852158,30323.24046506727,30552.063481237044,30419.31977537298,14470.510333648574,14035.339721097034,14683.804942115381,03
2021 14,REUS,115,2021,183,106,102,84.75,REUS,106084,18254,899,NA,NA,14032,0,2021-04-05,899,18254,18254,18722,28486.385077322968,30570.96872996968,30378.454570299513,30780.886497406824,31216.323854170936,31640.736361772157,13600.169108545497,13306.09377958232,13962.565967783099,04
2021 15,REUS,183,2021,206,115,110.5,93.75,REUS,106084,49852,23223,NA,NA,NA,NA,2021-04-15,23223,49852,49852,18732,32655.5523826164,33686.50537576108,33526.70083299394,31651.761210935052,32729.40924230726,33621.77812128799,13012.018450619144,13889.792214469155,15058.63447100876,04
2021 16,REUS,206,2021,156,183,149,125.5,REUS,106084,40681,22711,NA,NA,15628,0,2021-04-19,22711,40681,40681,18736,34717.45836890576,36482.432936018195,35897.028877506535,33807.05727367947,36027.23238840505,35418.48081077963,14767.565978319168,16811.17516243519,15501.17129038243,04
2021 17,REUS,156,2021,119,206,194.5,152.5,REUS,106084,11211,10077,NA,NA,17400,0,2021-04-26,10077,11211,11211,18743,38247.40750313063,38107.55237925199,36842.85689576558,38247.40750313063,38107.55237925199,36615.25662195901,18854.784346551212,17112.550366295694,14912.798383203814,04
2021 18,REUS,119,2021,70,156,181,165,REUS,106084,65650,28630,NA,NA,16320,0,2021-05-03,28630,65650,65650,18750,37967.69725537336,37203.28085551297,36971.606085686806,37967.69725537336,37203.28085551297,36624.26257526036,15370.316386040178,13014.421603972429,12686.428473586462,05
2021 19,REUS,70,2021,66,119,137.5,166,REUS,106084,9583,689,NA,NA,19212,0.7,2021-05-10,689,9583,9583,18757,36438.86445565258,35835.659792121616,35675.099948751325,36438.86445565258,35140.97277126873,34761.4737254385,10658.52682190468,8260.306580877219,8497.688381696413,05
2021 20,REUS,66,2021,78,70,94.5,137.75,REUS,106084,63223,9804,NA,NA,16000,0,2021-05-17,9804,63223,63223,18764,35232.45512859066,34146.91904198968,30597.101469480847,33843.081086884886,32319.66659536403,29579.230329117145,5862.0863398497595,3980.9551594203863,4655.109285186368,05
2021 21,REUS,78,2021,69,66,68,102.75,REUS,106084,6400,240,NA,NA,15696,0,2021-05-24,240,6400,6400,18771,33061.3829553887,25358.543146840075,23413.26670917999,30796.252103843173,24017.48788696555,23305.342477376835,2099.8239789910153,1049.9119894955065,1990.4775797101977,05
2021 22,REUS,69,2021,47,78,72,83.25,REUS,106084,49609,3030,NA,NA,17168,0,2021-05-31,3030,49609,49609,18778,17655.703338291456,12679.614376370298,21449.05300222123,17238.723670087933,14291.018359389634,25209.253186939037,0,-1.1368683772161603e-12,5662.148718260309,05
2021 23,REUS,47,2021,35,69,73.5,70.75,REUS,106084,12749,7971,NA,NA,17049,0,2021-06-07,7971,12749,12749,18785,7703.525414449141,17539.562857602377,26923.706614029325,11343.313048691336,26401.018486912515,37040.315587021134,0,10274.3854470251,16572.87028326968,06
2021 24,REUS,35,2021,105,47,58,65,REUS,106084,16494,552,NA,NA,16950,0,2021-06-14,552,16494,16494,18792,27375.600300755617,41167.79885168835,46165.67602327615,41458.723925133694,59789.61281465264,62301.80830758283,20548.770894050205,33145.74056653935,34821.69070505525,06
2021 25,REUS,105,2021,440,35,41,57.25,REUS,106084,13809,7267,NA,NA,19360,0,2021-06-21,7267,13809,13809,18799,54959.997402621084,74791.78918894992,76770.85094467063,78120.50170417158,98202.59812825314,97473.94908805346,45742.7102390285,59368.995963085385,58781.441305738095,06
2021 26,REUS,440,2021,869,105,70,64,REUS,106084,288,97987,NA,NA,16180,0,2021-06-28,97987,97987,288,18806,94623.58097527875,112373.90303765291,105590.82669241515,118284.69455233472,135158.28536145427,126347.55849462016,72995.28168714227,84417.14204493682,78611.245047114,06
2021 27,REUS,869,2021,820,440,272.5,156.75,REUS,106084,275369,96763,NA,NA,15440,0,2021-07-05,96763,275369,275369,18813,130124.22510002708,136389.8641958804,127448.8571380408,152031.8761705738,154492.51886098715,144096.87699438594,95839.00240273138,97853.49413114262,91191.65047910529,07
2021 28,REUS,820,2021,657,869,654.5,362.25,REUS,106084,199018,186885,NA,NA,15556,0,2021-07-12,186885,199018,199018,18820,142655.50329173368,142523.81123842867,130202.35476320163,156953.16155140052,153035.4686273176,143351.43531553683,99867.98585955387,97966.15891327373,92621.22836527639,07
2021 29,REUS,657,2021,496,820,844.5,558.5,REUS,106084,68211,15604,NA,NA,15188,0,2021-07-19,15604,68211,68211,18827,142392.11918512365,124014.84533052286,113169.57277937155,149117.77570323469,132210.3517700865,124346.30829061104,96064.33196699359,87388.96259941015,83037.81802259342,07
2021 30,REUS,496,2021,260,657,738.5,696.5,REUS,106084,78392,82347,NA,NA,14484,2.7,2021-07-26,82347,82347,78392,18834,105637.57147592207,83815.33432031442,87967.7783866706,115302.92783693832,95657.14795390447,99664.15133044215,78713.59323182672,68109.47713191308,69513.71026071039,07
2021 31,REUS,260,2021,174,496,576.5,710.5,REUS,106084,112331,49704,NA,NA,15016,0,2021-08-02,49704,112331,112331,18841,61993.097164706756,51920.71144281834,59201.34592050244,76011.36807087061,67117.9508907978,73548.37652210334,57505.36103199946,51638.457922010624,54400.64256539397,08
2021 32,REUS,174,2021,141,260,378,558.25,REUS,106084,18914,82150,NA,NA,10268,0,2021-08-09,82150,82150,18914,18848,41848.32572092991,34587.35752069046,36775.09140510719,58224.53371072501,51439.605090302204,51577.06399124968,45771.554812021786,40691.80799887485,40350.87271284803,08
2021 33,REUS,141,2021,104,174,217,396.75,REUS,106084,6591,3420,NA,NA,14236,0,2021-08-16,3420,6591,6591,18855,27326.38932045099,21629.471367396025,23400.803331321604,44654.6764698794,36036.177091701546,35867.19551631889,35612.06118572792,29063.28750368543,28607.31441248146,08
2021 34,REUS,104,2021,61,141,157.5,267.75,REUS,106084,29225,38173,NA,NA,14138,0,2021-08-23,38173,38173,29225,18862,15932.553414341057,12214.24914195274,15373.218811474999,27417.677713523688,20294.78594233558,24007.76532848004,22514.513821642944,16522.820826088056,18293.83344331722,08
2021 35,REUS,61,2021,65,104,122.5,169.75,REUS,106084,11876,1245,NA,NA,12552,0,2021-08-30,1245,11876,11876,18869,8495.944869564417,9116.966255553958,11787.492385034584,13171.894171147476,11979.35356525854,15758.731268133823,10531.127830533169,7524.379382949,9695.876818654966,08
2021 36,REUS,65,2021,39,61,82.5,120,REUS,106084,6355,5641,NA,NA,15300,0,2021-09-06,5641,6355,6355,18876,9737.987641543494,11360.735628116416,10716.712486003607,10786.812959369601,11222.676593932068,11624.658775304557,4517.630935364832,2868.9328112218673,4287.891684477343,09
2021 37,REUS,39,2021,26,65,63,92.75,REUS,106084,1132,432,NA,NA,15128,0,2021-09-13,432,1132,1132,18883,12983.483614689332,12316.45871645324,11221.265274904685,11658.540228494534,11269.963985350578,11065.855989600332,1220.2346870789033,1051.4039860056773,2184.5191511991316,09
2021 38,REUS,26,2021,22,39,52,67.25,REUS,106084,33518,400,NA,NA,14188,0,2021-09-20,400,33518,33518,18890,11649.433818217145,11081.79492169294,11051.164173463285,10881.387742206622,10909.0353852686,10839.911195933755,882.5732849324526,1500.105491176387,1981.6583941755744,09
2021 39,REUS,22,2021,27,26,32.5,47.75,REUS,106084,7852,2407,NA,NA,15236,0,2021-09-27,2407,7852,7852,18897,10514.15602516873,9785.869630473315,9650.970442222755,10936.683028330579,10409.858406516938,10078.773565277335,2117.6376974203226,2911.9128023454614,3093.9426688263043,09
2021 40,REUS,27,2021,12,22,24,38,REUS,106084,4048,6236,NA,NA,16868,0,2021-10-04,6236,6236,4048,18904,9057.583235777895,8220.145962752553,8095.722435371932,9883.033784703297,9248.511745286076,8985.27380883432,3706.187907270602,4687.779846476212,4017.008243838799,10
2021 41,REUS,12,2021,33,27,24.5,28.5,REUS,106084,2041,1443,NA,NA,NA,NA,2021-10-12,1443,2041,2041,18912,7382.7086897272075,6405.575240270535,6618.930178292654,8613.989705868853,7560.6892111517045,7586.123885730359,5669.371785681823,5122.1036853321275,4311.251466988989,10
2021 42,REUS,33,2021,43,12,19.5,21.75,REUS,106084,11385,14315,NA,NA,15204,0,2021-10-18,14315,14315,11385,18918,5428.441790813858,5017.714393832739,6461.899931442513,6507.388716434555,5923.736026174648,7292.486501792828,4574.835584982433,3934.7230875017567,4164.146327826191,10
2021 43,REUS,43,2021,41,33,22.5,23.5,REUS,106084,13576,2781,NA,NA,NA,NA,2021-10-26,2781,13576,13576,18926,4606.986996851616,6518.224622614475,8516.566539557167,5340.08333591474,7024.2837924339565,8862.39250118039,3294.610590021082,3206.188970320245,4048.8450288962777,10
2021 44,REUS,41,2021,75,43,38,28.75,REUS,106084,4329,3377,NA,NA,15156,0,2021-11-02,3377,4329,4329,18933,8429.462248377331,12015.418685281578,13739.304514526191,8708.484248953173,11801.048976186137,13512.697635736129,3117.7673506194096,4162.9669702907895,5651.00014929517,11
2021 45,REUS,75,2021,132,41,42,32.25,REUS,106084,3989,1753,NA,NA,15312,0,2021-11-08,1753,3989,3989,18939,15601.37512218582,20960.38440643789,21960.430711002533,14893.613703419102,20001.111479038307,20961.67130779429,5208.16658996217,8095.811328270085,9610.789743799689,11
2021 46,REUS,132,2021,163,75,58,48,REUS,106084,32785,13583,NA,NA,14540,0,2021-11-15,13583,32785,32785,18946,26319.393690689958,31905.442736723468,33062.26433435513,25108.60925465751,30122.293639402447,31832.948156546692,10983.456066578,15058.612517308578,17708.42497752325,11
2021 47,REUS,163,2021,195,132,103.5,72.75,REUS,106084,16902,5444,NA,NA,15668,10.8,2021-11-22,5444,16902,16902,18953,37491.49178275697,45164.14426227236,48384.65425279282,35135.978024147385,43664.784834055085,51968.9245914729,19133.768968039156,27321.038626776408,39490.42140394313,11
2021 48,REUS,195,2021,247,163,147.5,102.75,REUS,106084,111686,76977,NA,NA,16160,0,2021-11-29,76977,111686,111686,18960,52836.796741787744,64863.86576886215,65873.04565396065,52193.591643962776,73815.55554354338,76945.4636365922,35508.30828551366,63922.23029057768,67859.2617410395,11
2021 49,REUS,247,2021,407,195,179,141.25,REUS,106084,15090,10383,NA,NA,16768,0.8,2021-12-08,10383,15090,15090,18969,76890.93479593656,86581.94704564894,92953.40865491945,95437.51944312397,110226.14243912934,114077.6231700779,92336.1522956417,108397.48485530261,104041.79057674627,12
2021 50,REUS,407,2021,922,247,221,184.25,REUS,106084,127567,165497,NA,NA,16388,0,2021-12-13,165497,165497,127567,18974,96272.9592953613,121042.95154097672,128584.19688768282,125014.7654351347,154339.69079661247,161151.48235431025,124458.8174149635,144161.35086291484,145075.6462440309,12
2021 51,REUS,922,2021,1299,407,327,253,REUS,106084,105145,89439,NA,NA,13988,0,2021-12-20,89439,105145,105145,18981,145812.94378659214,170586.4467297167,168313.14572621314,183664.6161580902,212076.8222694912,206149.8026653175,163863.88431086618,181753.80763275924,176630.18725034656,12
2021 52,REUS,1299,2021,89,922,664.5,442.75,REUS,106084,222893,346102,NA,NA,14596,0,2021-12-27,346102,346102,222893,18988,195359.94967284123,215583.33991144956,210467.8412455475,240489.0283808922,257959.91453402254,251517.0912990469,199643.7309546523,209099.02363777824,205381.25645356273,12
2022 01,REUS,2079,2022,2881,89,694,679.25,REUS,106741,156764,208785,NA,NA,14204,0,2022-01-03,208785,208785,156764,18995,235806.73015005788,250349.23576137828,238923.27576880212,275430.80068715283,290957.36032860266,290244.89240651013,218554.31632090418,229008.7052743662,235172.76159907714,01
2022 02,REUS,2881,2022,3736,2079,1084,1097.25,REUS,106741,476868,224445,NA,NA,14456,0,2022-01-10,224445,476868,476868,19002,264891.7413726987,262263.2116261547,250272.9163970485,306483.91997005243,322529.87027899775,319532.5079858412,239463.0942278282,261246.49956037605,265089.09159290406,01
2022 03,REUS,3736,2022,3146,2881,2480,1587,REUS,106741,95423,143231,NA,NA,14534,0,2022-01-17,143231,143231,95423,19009,259634.68187961073,250196.59703271874,243022.18484074535,338575.8205879431,348107.6556430797,340486.191240236,283029.9048929239,301169.4779114419,297031.72744843917,01
2022 04,REUS,3146,2022,1737,3736,3308.5,2196.25,REUS,106741,327344,343850,NA,NA,14641,0,2022-01-24,343850,343850,327344,19016,240758.51218582672,223781.158055336,219472.0103502354,357639.49069821637,358442.5122014742,351220.8853152559,319309.05092995986,332816.9553365023,327207.17423423496,01
2022 05,REUS,1737,2022,962,3146,3441,2960.5,REUS,106741,138870,395715,NA,NA,15756,0,2022-01-31,395715,395715,138870,19023,206803.8039248453,188747.42366775207,194151.5367099943,359245.533704732,354334.1149874321,346491.706856239,346324.85974304465,353244.87055702804,338242.6806108328,01
2022 06,REUS,962,2022,777,1737,2441.5,2875,REUS,106741,261087,587808,NA,NA,14688,0,2022-02-07,587808,587808,261087,19030,170691.0434106588,164521.91536465258,171022.12090409332,349422.69627013215,334540.90151100385,326288.268095253,360164.88137101143,343668.4058851634,327141.09549206926,02
2022 07,REUS,777,2022,689,962,1349.5,2395.25,REUS,106741,24072,33070,NA,NA,15336,0,2022-02-14,33070,33070,24072,19037,158352.78731864635,153296.8181404346,153638.08522882857,319659.1067518755,298242.42120307393,289352.8034150311,327171.9303993154,301037.3204271104,291353.99350785225,02
2022 08,REUS,689,2022,556,777,869.5,1655.5,REUS,106741,249953,416873,NA,NA,11399,0,2022-02-21,416873,416873,249953,19044,148240.84896222284,142754.25509300455,140071.08318735074,276825.7356542724,244164.70531905844,242232.5033415277,274902.71045490546,239039.5811305411,238556.64780706685,02
2022 09,REUS,556,2022,495,689,733,1041.25,REUS,106741,58959,124803,NA,NA,14236,0,2022-02-28,124803,124803,58959,19051,137267.66122378624,126845.34823426687,124287.55680876499,211503.6749838445,186222.58547998153,191562.40593783124,203176.45180617672,176075.97518702332,182273.22747965154,02
2022 10,REUS,495,2022,436,556,622.5,746,REUS,106741,181482,238173,NA,NA,15452,0,2022-03-07,238173,238173,181482,19058,116423.0352447475,105820.85852452542,102639.62749187928,160941.49597611855,138960.10655660403,139289.8079432967,148975.4985678699,125506.873828762,127030.90071630095,03
2022 11,REUS,436,2022,252,495,525.5,629.25,REUS,106741,135471,78829,NA,NA,15880,1.8,2022-03-14,78829,135471,135471,19065,95218.68180430334,78433.90674949168,77896.30639538905,116978.7171370895,92357.03040661191,94886.13463942545,102038.24908965411,77985.82624557859,81380.34840545965,03
2022 12,REUS,252,2022,131,436,465.5,544,REUS,106741,3115,2873,NA,NA,17040,0.6,2022-03-21,2873,3115,3115,19072,61649.13169468002,49971.75426625267,64722.69969277345,67735.34367613433,50812.162722246874,69434.15124683111,53933.40340150304,37253.82298215728,54102.06966611115,03
2022 13,REUS,131,2022,152,252,344,434.75,REUS,106741,49180,41637,NA,NA,15640,0,2022-03-28,41637,49180,49180,19079,38294.37683782531,51011.492636055205,65419.289501001425,33888.981768359416,46511.27208705032,64378.371330243324,20574.242562811523,30218.313086643717,46520.299160142036,03
