Week,Mun,Ncasos,Year,Ncasos_lead,Ncasos_lag,Ncasos_lagroll_15,Ncasos_lagroll_30,EDAR,nHab,N1,N2,IP4,E,caudal,lluvia,Fecha,sars2,sars,n1_fill,f_num,n1_loess,n1_loess_15,n1_loess_30,sars_loess,sars_loess_15,sars_loess_30,sars2_loess,sars2_loess_15,sars2_loess_30,Month
2022 14,REUS,152,2022,158,131,191.5,328.5,REUS,106741,24798,21195,NA,NA,15352,0,2022-04-04,21195,24798,24798,19086,63728.6084342851,80866.82473575018,84553.48900320077,59133.56240574122,77944.57993823977,81570.40794516266,39862.3836104759,55786.775338126776,59272.102400392534,04
2022 15,REUS,158,2022,184,152,141.5,242.75,REUS,106741,73827,45461,NA,NA,15064,0,2022-04-11,45461,73827,73827,19093,98005.04103721525,118095.48537034633,115181.93287776745,96755.59747073831,116629.543803275,112962.19347007935,71711.16706577764,88325.89171414135,85470.6936117474,04
2022 16,REUS,184,2022,235,158,155,173.25,REUS,106741,84744,68376,NA,NA,13920,0,2022-04-19,68376,84744,84744,19101,138185.9297034774,149497.04101978472,136824.3225508338,136503.49013581168,147979.80700191893,135826.0428601206,104940.61636250505,115154.61188536802,106643.79302408942,04
2022 17,REUS,235,2022,268,184,171,156.25,REUS,106741,385559,293030,NA,NA,15896,0,2022-04-25,293030,385559,385559,19107,160808.15233609203,155553.1597313213,146054.41454403926,159456.1238680262,155022.54191696618,146344.50206797823,125368.60740823098,124961.6943340375,119395.01837505095,04
2022 18,REUS,268,2022,239,235,209.5,182.25,REUS,106741,60821,63931,NA,NA,16020,0,2022-05-02,63931,63931,60821,19114,150298.16712655054,142611.78806829383,133985.3300605601,150588.95996590614,144709.19713403756,137329.78233821338,124554.781259844,123635.42486473388,117035.41116680889,05
2022 19,REUS,239,2022,189,268,251.5,211.25,REUS,106741,129198,118579,NA,NA,15832,0,2022-05-09,118579,129198,129198,19121,134925.4090100371,112417.50038979894,110195.46423340807,138829.43430216896,119637.0227594606,118360.56033801484,122716.06846962374,109109.12799958029,107423.62473447698,05
2022 20,REUS,189,2022,207,239,253.5,231.5,REUS,106741,86654,82853,NA,NA,15604,0,2022-05-16,82853,86654,86654,19128,89909.59176956076,77779.1403985223,113800.73587888887,100444.61121675224,92011.92354199212,129143.3382577935,95502.18752953684,91211.82460422009,124067.74354671748,05
2022 21,REUS,207,2022,192,189,214,232.75,REUS,106741,26861,25982,NA,NA,16356,0,2022-05-23,25982,26861,26861,19135,65648.68902748384,115183.97136797878,154853.71366835857,83579.235867232,138649.65375612638,178754.53746290185,86921.46167890335,139026.35909385467,173402.808991296,05
2022 22,REUS,192,2022,173,207,198,225.75,REUS,106741,296084,385190,NA,NA,14912,0,2022-05-30,385190,385190,296084,19142,164719.25370847373,231928.28693819483,243966.27612586072,193720.07164502077,265497.15138381155,274325.52760315384,191131.25650880596,255593.79337837195,258164.57654241685,05
2022 23,REUS,173,2022,250,192,199.5,206.75,REUS,106741,134208,103911,NA,NA,NA,NA,2022-06-06,103911,134208,134208,19149,299137.3201679159,372748.58088374266,367790.0188383876,337274.23112260236,410001.40145018126,401486.7208936119,320056.33024793793,377302.79399097903,365948.1646379726,06
2022 24,REUS,250,2022,365,173,182.5,190.25,REUS,106741,103162,111340,NA,NA,15348,0,2022-06-13,111340,111340,103162,19156,446359.84159956936,503651.7507385805,479133.47757870215,482728.57177776017,537476.2904034123,511166.9648191181,434549.2577340201,476302.5358975732,455184.5488315901,06
2022 25,REUS,365,2022,395,250,211.5,205.5,REUS,106741,800990,899185,NA,NA,15448,0,2022-06-20,899185,899185,800990,19163,560943.6598775915,585518.3742736616,551822.595985073,592224.0090290643,612332.5281880549,577456.5039539435,518055.8140611263,533066.3036722012,505834.73465615703,06
2022 26,REUS,395,2022,336,365,307.5,245,REUS,106741,1441870,1139996,NA,NA,13724,0,2022-06-27,1139996,1441870,1441870,19170,610093.0886697317,599993.44123156555,575369.1878203856,632441.0473470455,617436.7175044747,592996.8030675153,548076.793283276,535366.9334147408,515734.91854956193,06
2022 27,REUS,336,2022,173,395,380,295.75,REUS,106741,139878,103918,NA,NA,15000,0,2022-07-04,103918,139878,139878,19177,589893.7937933992,565220.0013671094,542432.6912277979,602432.3876619037,573661.0779469756,552711.033584153,522657.07354620565,498403.53342692263,480902.54853025376,07
2022 28,REUS,173,2022,138,336,365.5,336.5,REUS,106741,161175,136401,NA,NA,15000,0,2022-07-11,136401,161175,161175,19184,540546.2089408195,484871.9412240302,465988.0935245397,544889.7682320474,487985.34966383147,471039.5257594063,474149.9933076396,426438.1636457667,412353.71672995493,07
2022 29,REUS,138,2022,8,173,254.5,317.25,REUS,106741,567642,545130,NA,NA,15324,0,2022-07-18,545130,567642,567642,19191,429197.67350724095,366756.1856819701,359444.57913953066,431080.9310956155,368417.97357183695,364728.5025315402,378726.3339838937,326303.90003298724,322649.97120703396,07
2022 30,REUS,8,2022,NA,138,155.5,260.5,REUS,106741,384376,349901,NA,NA,14988,0,2022-07-25,349901,384376,384376,19198,304314.69785669923,234017.21705503107,240144.49100665865,305755.0160480584,241471.65539924885,250347.5371099126,273881.46608208073,218861.77876830127,224898.04787520014,07
2020 28,RIPOLLET,4,2020,53,2,2,NA,MONTCADA,39179,100,NA,113,100,56558,0,2020-07-06,113,113,100,18449,0,0,NA,0,0,NA,0,0,NA,07
2020 29,RIPOLLET,53,2020,29,4,3,NA,MONTCADA,39179,148,NA,211,148,50771,0,2020-07-13,211,211,148,18456,0,0,3563.5550289468765,0,0,6410.503702282978,0,0,8859.979233811722,07
2020 30,RIPOLLET,29,2020,24,53,28.5,15.25,MONTCADA,39179,596,NA,148,148,52502,0,2020-07-20,148,596,596,18463,0,7127.110057893753,17332.581391724852,0,12821.007404565957,27878.03896195897,0,17719.958467623444,32718.912601002314,07
2020 31,RIPOLLET,24,2020,23,29,41,22,MONTCADA,39179,1919,NA,148,148,51486,0,2020-07-27,148,1919,1919,18470,14254.220115787506,34665.162783449705,47755.563602893446,25642.014809131913,55756.07792391794,73883.5489357668,35439.91693524689,65437.82520200463,80942.35907608233,07
2020 32,RIPOLLET,23,2020,21,24,26.5,27.5,MONTCADA,39179,148,NA,148,NA,59127,NA,2020-08-03,148,148,148,18477,55076.1054511119,88384.01714789314,97628.63955798482,85870.14103870397,134946.0904669676,148264.78288604456,95435.73346876237,144164.7596845412,156202.87002029608,08
2020 33,RIPOLLET,21,2020,44,23,23.5,32.25,MONTCADA,39179,148,NA,2800,NA,42901,0,2020-08-10,2800,2800,148,18484,121691.92884467439,160592.11633251992,160318.87212141033,184022.03989523128,240773.48784817115,242568.14617382563,192893.78590032004,246967.91483858752,247999.50727986387,08
2020 34,RIPOLLET,44,2020,45,21,22,24.25,MONTCADA,39179,148,NA,98219,NA,45759,0,2020-08-17,98219,98219,148,18491,199492.30382036546,232253.7270949275,226655.08010204168,297524.93580111105,350190.20188068366,342184.84182570037,301042.043776855,351834.25487518654,341629.4621644603,08
2020 35,RIPOLLET,45,2020,37,44,32.5,28,MONTCADA,39179,758088,NA,996755,NA,44148,0,2020-08-24,996755,996755,758088,18498,265015.15036948957,292718.04387156345,274092.4172613039,402855.4679602562,443596.1958032296,409372.2357377952,402626.46597351815,436291.00949033303,396446.4421109578,08
2020 36,RIPOLLET,37,2020,20,45,44.5,33.25,MONTCADA,39179,125257,NA,77337,NA,49795,0,2020-08-31,77337,125257,125257,18505,320420.93737363734,315931.1074276803,306685.17482045037,484336.923646203,468554.2695949068,443815.4603712991,469955.553007148,441058.629346729,402792.39416013245,08
2020 37,RIPOLLET,20,2020,21,37,41,36.75,MONTCADA,39179,434522,NA,827748,NA,64695,NA,2020-09-07,827748,827748,434522,18512,311441.2774817233,320652.3057693373,300404.5115808705,452771.61554361053,444034.72493936855,418735.13952376455,412161.7056863101,369293.77882993186,360462.24165775365,09
2020 38,RIPOLLET,21,2020,25,20,28.5,36.5,MONTCADA,39179,322688,NA,79672,NA,51378,0,2020-09-14,79672,322688,322688,18519,329863.3340569513,284877.91573406063,299208.792305248,435297.8343351266,368916.0094526223,381688.9509259274,326425.85197355365,279865.85396877833,283408.49664256873,09
2020 39,RIPOLLET,25,2020,36,21,20.5,30.75,MONTCADA,39179,188741,NA,110009,NA,55658,NA,2020-09-21,110009,188741,188741,18526,239892.49741116996,277765.27884115867,516448.1201054019,302534.184570118,319343.1769124862,563452.8158100991,233305.85596400299,197523.2144552056,232395.26100003527,09
2020 40,RIPOLLET,36,2020,56,25,23,25.75,MONTCADA,39179,192872,NA,236345,NA,49198,0,2020-09-28,236345,236345,192872,18533,315638.0602711474,748018.3244767432,984035.1886967875,336152.1692548543,757989.6221675759,1001984.652110756,161740.5729464082,184924.66803129224,226896.4984167013,09
2020 41,RIPOLLET,56,2020,81,36,30.5,25.5,MONTCADA,39179,1942289,NA,314522,NA,54292,0,2020-10-05,314522,1942289,1942289,18540,1180398.588682339,1690305.0985524163,1754828.5333058964,1179827.0750802974,1684626.127309026,1756244.0350954055,208108.7631161763,256269.782378197,291330.6308601947,10
2020 42,RIPOLLET,81,2020,100,56,46,34.5,MONTCADA,39179,629132,NA,254482,NA,51197,0,2020-10-12,254482,629132,629132,18547,2200211.6084224936,2761638.74213505,2707372.1909939046,2189425.1795377545,2754498.448023235,2707041.111202385,304430.8016402177,397736.5936890971,415022.14366191573,10
2020 43,RIPOLLET,100,2020,131,81,68.5,49.5,MONTCADA,39179,1261113,NA,67447,NA,54878,0,2020-10-19,67447,1261113,1261113,18554,3323065.8758476055,3724439.283435393,3355992.2261892264,3319571.7165087154,3729456.095095744,3368198.833466281,491042.3857379765,573774.5049456345,539984.7717268966,10
2020 44,RIPOLLET,131,2020,102,100,90.5,68.25,MONTCADA,39179,6574239,NA,679847,NA,53684,0,2020-10-26,679847,6574239,6574239,18561,4125812.6910231807,3950345.710243403,3581229.5295519456,4139340.4736827724,3981899.218909327,3616656.0341425827,656506.6241532925,682232.9497646961,640799.8286545718,10
2020 45,RIPOLLET,102,2020,64,131,115.5,92,MONTCADA,39179,7798992,NA,1467616,NA,55068,0,2020-11-02,1467616,7798992,7798992,18568,3774878.7294636252,3438019.7756684977,3177052.5303357746,3824457.964135882,3503855.9731894215,3236333.170647631,707959.2753760997,707825.1523635089,656775.4652709307,11
2020 46,RIPOLLET,64,2020,63,102,116.5,103.5,MONTCADA,39179,843839,NA,329707,NA,53704,0,2020-11-09,329707,843839,843839,18575,3101160.82187337,2403759.350428146,2385080.246258868,3183253.9822429614,2490767.1223859345,2460313.785399616,707691.0293509183,631317.9807771652,584339.5333223745,11
2020 47,RIPOLLET,63,2020,34,64,83,99.25,MONTCADA,39179,427198,NA,772835,NA,NA,NA,2020-11-16,772835,772835,427198,18582,1706357.8789829216,1332140.7168492381,1550449.651713925,1798280.2625289075,1416771.597609811,1626783.2289661216,554944.932203412,460853.91428123997,455226.55542286986,11
2020 48,RIPOLLET,34,2020,47,63,63.5,90,MONTCADA,39179,306658,NA,82071,NA,52048,0,2020-11-23,82071,306658,306658,18589,957923.5547155549,697139.9529997042,972567.9644542832,1035262.9326907143,762799.3355463084,1031114.8275590977,366762.89635906793,279135.1300685746,320338.16719438037,11
2020 49,RIPOLLET,47,2020,31,34,48.5,65.75,MONTCADA,39179,286274,NA,102771,NA,53772,0,2020-11-30,102771,286274,286274,18596,436356.35128385364,612995.2120593284,845942.5179566192,490335.73840190226,645458.0575083843,877415.1443078852,191507.36377808132,179822.4201075207,232165.55242448428,11
2020 50,RIPOLLET,31,2020,52,47,40.5,52,MONTCADA,39179,847403,NA,303501,NA,51897,0,2020-12-08,303501,847403,847403,18604,789634.0728348034,994745.0829135341,1004497.8697351272,800580.3766148662,992030.953069462,1014095.9544329415,168137.47643696013,185195.97478039394,224698.3781629406,12
2020 51,RIPOLLET,52,2020,49,31,39,43.75,MONTCADA,39179,3245270,NA,191303,NA,54611,0,2020-12-14,191303,3245270,3245270,18610,1199856.092992265,1396000.527410926,1380204.948115354,1183481.5295240574,1382733.8513574987,1378043.1276400893,202254.47312382777,269574.33621836046,304897.9815117778,12
2020 52,RIPOLLET,49,2020,62,52,41.5,41,MONTCADA,39179,497621,NA,331529,NA,59992,0,2020-12-21,331529,497621,497621,18617,1592144.9618295874,1765664.813317174,1698852.844543801,1581986.1731909395,1764055.3022107165,1700597.4307145223,336894.19931289315,424599.9882431616,445637.82756658143,12
2020 53,RIPOLLET,62,2020,127,49,50.5,44.75,MONTCADA,39179,1157735,NA,497532,NA,52127,0,2020-12-28,497532,1157735,1157735,18624,1939184.6648047608,2001705.161676676,1919106.3215000841,1946124.4312304934,2018461.0100715463,1935826.8534353615,512305.77717343,621701.3189148024,621230.3196065481,12
2021 01,RIPOLLET,127,2021,99,62,55.5,48.5,MONTCADA,39139,1193955,NA,385669,NA,51814,0,2021-01-04,385669,1193955,1193955,18631,2064225.6585485912,2072547.8296829944,2006107.6685189898,2090797.5889125988,2107598.4046600065,2036894.4122545647,731096.8606561748,817860.6509699344,760193.2094566545,01
2021 02,RIPOLLET,99,2021,142,127,94.5,72.5,MONTCADA,39139,4867139,NA,1039997,NA,55982,0,2021-01-11,1039997,4867139,4867139,18638,2080870.0008173976,2010510.1753613036,1954841.2725171598,2124399.2204074143,2055327.814437583,1994826.8132323588,904624.441283694,898685.0999985064,841062.9255445878,01
2021 03,RIPOLLET,142,2021,127,99,113,84.25,MONTCADA,39139,1271616,NA,1455364,NA,51550,0,2021-01-18,1455364,1455364,1271616,18645,1940150.3499052096,1837134.7153513252,1784683.0458162182,1986256.4084677517,1882055.221804711,1824674.1156023524,892745.7587133188,864265.200119241,839374.8581452427,01
2021 04,RIPOLLET,127,2021,66,142,120.5,107.5,MONTCADA,39139,1216746,NA,903212,NA,50303,0,2021-01-25,903212,1216746,1216746,18652,1734119.080797441,1558855.916271133,1524126.0324173972,1777854.0351416701,1594020.416767122,1554946.185596124,835784.6415251633,780064.6162919789,758126.361856523,01
2021 05,RIPOLLET,66,2021,62,127,134.5,123.75,MONTCADA,39139,951565,NA,273817,NA,50325,0,2021-02-01,273817,951565,951565,18659,1383592.7517448254,1211117.349483469,1292652.9153704133,1410186.7983925734,1227837.1493875373,1311738.8147989714,724344.5910587944,651987.5235938049,658487.7878257442,02
2021 06,RIPOLLET,62,2021,51,66,96.5,108.5,MONTCADA,39139,1066432,NA,170457,NA,56063,0,2021-02-08,170457,1066432,1066432,18666,1038641.9472221129,1026449.9144696936,1124580.364221209,1045487.5003825009,1029457.212830821,1131647.508624042,579630.4561288154,536910.9593595095,554705.9505196114,02
2021 07,RIPOLLET,51,2021,39,62,64,99.25,MONTCADA,39139,1377594,NA,985865,NA,50216,0,2021-02-15,985865,1377594,1377594,18673,1014257.8817172744,1038043.378958949,1046086.2603818306,1013426.9252791408,1035457.8678605467,1047396.0751482097,494191.4625902036,457424.37744541786,453554.693303626,02
2021 08,RIPOLLET,39,2021,41,51,56.5,76.5,MONTCADA,39139,1278360,NA,636434,NA,80995,0,2021-02-22,636434,1278360,1278360,18680,1061828.8762006238,1065722.6062939677,1054782.975627655,1057488.8104419522,1065334.9374655983,1056426.232239014,420657.2923006321,370198.42724774237,362611.6943238515,02
2021 09,RIPOLLET,41,2021,45,39,45,54.5,MONTCADA,39139,845544,NA,57420,NA,50891,NA,2021-03-01,57420,845544,845544,18687,1069616.3363873118,1071522.572296361,1072397.255481989,1073181.0644892443,1077394.5966174812,1072078.8327409825,319739.5621948527,267799.011202285,258161.2992436333,03
2021 10,RIPOLLET,45,2021,68,41,40,48.25,MONTCADA,39139,914052,NA,249796,NA,52189,0,2021-03-08,249796,914052,914052,18694,1073428.8082054104,1079071.90467001,1059142.2038211995,1081608.128745718,1078822.7280163667,1051165.6441836955,215858.46020971736,146124.1712395241,163291.50433175077,03
2021 11,RIPOLLET,68,2021,96,45,43,44,MONTCADA,39139,665509,NA,23142,NA,50953,0,2021-03-15,23142,665509,665509,18701,1084715.0011346098,1046761.8353460381,1018294.9967719537,1076037.327287015,1024936.69174991,994898.3087777753,76389.88226933083,58783.997461216415,92640.97605485216,03
2021 12,RIPOLLET,96,2021,100,68,56.5,48.25,MONTCADA,39139,1505353,NA,78495,NA,53501,0,2021-03-22,78495,1505353,1505353,18708,1008808.6695574666,957518.0888738973,933740.2620456575,973836.0562128047,910973.8895391839,892374.8846906141,41178.11265310201,39157.78087018013,49289.65060324558,03
2021 13,RIPOLLET,100,2021,69,96,82,62.5,MONTCADA,39139,1607588,NA,24941,NA,51644,0,2021-03-29,24941,1607588,1607588,18715,906227.5081903283,820718.6887452769,846363.9790870615,848111.7228655628,759813.0776313182,791244.1609681287,37137.44908725827,39795.30374527464,40805.46963673562,03
2021 14,RIPOLLET,69,2021,98,100,98,77.25,MONTCADA,39139,483179,NA,NA,NA,49562,0,2021-04-05,0,483179,483179,18722,735209.8693002257,735209.8693002256,726104.4723761997,671514.4323970734,671514.4323970735,666270.9291082289,42453.15840329103,42453.158403291025,42257.657551793585,04
2021 14,RIPOLLET,69,2021,98,100,98,77.25,MONTCADA,39139,NA,NA,57603,NA,49562,0,2021-04-05,57603,57603,362049,18722,735209.8693002257,631490.2560071225,579925.4205522564,671514.4323970734,572728.7805851398,525158.9428196714,42453.15840329103,44720.01135831243,46098.68137204567,04
2021 15,RIPOLLET,98,2021,72,69,84.5,83.25,MONTCADA,39139,240919,NA,36723,NA,66922,0,2021-04-12,36723,240919,240919,18729,527770.6427140193,424640.9718042873,460385.81091106805,473943.1287732058,378803.45324226934,418068.3432486407,46986.86431333385,49744.204340800214,46323.87291997156,04
2021 16,RIPOLLET,72,2021,30,98,83.5,90.75,MONTCADA,39139,413735,NA,140102,NA,47849,0,2021-04-19,140102,413735,413735,18736,321511.30089455546,289281.3658150137,333950.52113207104,283663.77771133266,263407.9059121418,309601.7428305087,52501.544368266594,47927.73448163059,43797.84587838644,04
2021 17,RIPOLLET,30,2021,24,72,85,84.75,MONTCADA,39139,401603,NA,22295,NA,67299,0,2021-04-26,22295,401603,401603,18743,257051.43073547212,243260.07045985488,243398.36152175517,243152.03411295055,240400.03241874813,234059.2090726071,43353.924594994605,37851.48741597257,36593.43382615659,04
2021 18,RIPOLLET,24,2021,41,30,51,67.25,MONTCADA,39139,328411,NA,19110,NA,55363,NA,2021-05-03,19110,328411,328411,18750,229468.71018423786,197515.3572284967,190019.0934137917,237648.03072454542,204710.51223307254,190141.82176044933,32349.05023695055,25259.133170682497,24774.581106890946,05
2021 19,RIPOLLET,41,2021,25,24,27,56,MONTCADA,39139,67749,NA,2768,NA,58838,0,2021-05-10,2768,67749,67749,18757,165562.00427275573,136778.11636772857,137008.89414492357,171772.99374159938,139883.61110215064,140606.4716472116,18169.21610441446,11697.674797809226,14159.966317249227,05
2021 20,RIPOLLET,25,2021,28,41,32.5,41.75,MONTCADA,39139,49300,NA,1288,NA,56264,0,2021-05-17,1288,49300,49300,18764,107994.22846270159,76502.43106135052,82326.28113589346,107994.22846270159,76502.43106135077,83879.0285031046,5226.133491204007,3060.7994638158634,6696.194518241676,05
